author_name,rating,published_at,text,author_image_url
Jingga Ramadhan,5.0,seminggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocJI893GFItxx_Ptp5W9ypdJHuZd1JjRmQJLgvfwyHLSLxT-RQ=w36-h36-p-rp-mo-br100
Devi Ratna sari,5.0,seminggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocLGLZdUXmQGJIsaY9jVRSlltRt2T2wSi5h4h60bFc0ljNW1oRg=w36-h36-p-rp-mo-br100
Nur Illah Merdiana (Nurillah),5.0,seminggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWF7sZ2y9ndWahJkhVwDyO1dwmMvgPQFiRmfMvadTAjyM6LVWiXKg=w36-h36-p-rp-mo-br100
Mitaf Zahro,5.0,seminggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocLYbshSU9DVv8Nr7ifP8YcsdSe6ySEb2q_PKDOWFi7WVtpEFg=w36-h36-p-rp-mo-br100
Dwi sumartiningsih,5.0,seminggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocJycTBtLtji1Td_owkFlGADnaqcJLCtpjRMNoEc4cGoFJQJRQ=w36-h36-p-rp-mo-br100
Anisa Ratna,5.0,seminggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjUrPfhSrlt7DVLNaV09lOtlFWeMLlsHwXlcWkVt9AergNOXnmB_=w36-h36-p-rp-mo-br100
Adinda Retno,5.0,seminggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocLEcL70w_72CxR3rptMJaY26Wi9dD3nsTZFFSPIdPLOOV1QYjA=w36-h36-p-rp-mo-br100
Frisca Teanna,4.0,seminggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWPzH7E1RW9NI3O-rna5Rzdlit_lar7_pLb7a9nHKrzukJYRw=w36-h36-p-rp-mo-ba2-br100
Taufiq Taufiqurrohman,5.0,seminggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjUrzn0wC3DOOaHQBtcauH6pEA3oRNS5Taz7yOEHXZO8H3-klxAYVQ=w36-h36-p-rp-mo-br100
Siti holila,5.0,seminggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocKAMbC1BwOCTti5b64cGkfeH0JlzQGXiJMqSQl-ZJSlU2Om5Q=w36-h36-p-rp-mo-br100
Fauziah Aulia Putri Ariani,5.0,seminggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWpHaF1p33vPfdFHUXKJA3OOd6QPyy01byjcXXdS2EM7T32mYg=w36-h36-p-rp-mo-br100
erwindi wulandari07,5.0,seminggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjUVLLPMfcnfILzkMqT2oPyutnGlxTnJ0neyI1QDoY9qf3CycF8=w36-h36-p-rp-mo-br100
Fara Fazila,5.0,seminggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocKiDURSmntPXFSimeKXp4OXtYJoWfiv38mSEVGBdmwWqsrvpA=w36-h36-p-rp-mo-br100
meinisa amanda,5.0,seminggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocIfoaucJVJY1_PK2LWe9kWVQ7sAk7oet_-pEirZCj0TkYZ-DA=w36-h36-p-rp-mo-br100
Lovi Aristia,5.0,seminggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjVtFXw7GTxbnEDHkvK2-liMPuy93EQbi_Zmn183JymU81DnLzfyhQ=w36-h36-p-rp-mo-br100
SILVIATUL ADHAWIYAH,5.0,seminggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocIKCFiR-mIOPwc2DlXAr-MZPePbTHn41R2jDQUPCns9Ll19Vw=w36-h36-p-rp-mo-br100
fntnrlsn,5.0,2 minggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocIe5tbCQJZi2zAyOBnlu0I5Deh-9bEgAR4-PIHTOIZcygEgQg=w36-h36-p-rp-mo-br100
Lailunnuzul khn,5.0,2 minggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjW0J-Sm7pkW1-PvOs4B4XcSHMi7xsCQsO1oVXfT6JijRSWanx8=w36-h36-p-rp-mo-br100
Rerira Azzahra,5.0,2 minggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocLOTkcbhInLY2g8FXIOjzoOCDPFaslg8Lz8MLnH42j_shuH-g=w36-h36-p-rp-mo-br100
Mira Andini,5.0,2 minggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWk8NuYw5x2BF-UmMebKke5tR1Jqev4ED7fC-3gX3JBnmZZ0mj1=w36-h36-p-rp-mo-br100
11_Arya Alfahreza Putra,5.0,2 minggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocI9qSvAe_ZLFCfE3XUORFePSsJavUAynvWv0WW82o2fm-n03g=w36-h36-p-rp-mo-br100
Amanda Dita Ramadani,5.0,2 minggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWre9ish-uFuYuMMzPKxOv55jWeFEVuob43CA1yZUZjsorPZeuV=w36-h36-p-rp-mo-br100
REYNARD 27,5.0,2 minggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocKwTyqBPWk1rLtuinnvXMeYMS8e8u8UySvmEOXofPNykIgAyg=w36-h36-p-rp-mo-br100
Gilang Ramadhan,5.0,2 minggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjXuTyjornt5UAVJMQTKzhOGvSzV22T5mfOuqYwmqrMXeeijk_E=w36-h36-p-rp-mo-ba2-br100
Terate 22,5.0,3 minggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWRUcOJSvetQcwvkR3fLD0Uo_QNu4x_5uThHtdmX6a7o_LwOwgk=w36-h36-p-rp-mo-ba4-br100
Natasya Hidayati,5.0,3 minggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWm1L88AJ_2iChV0-o1EGDg5sUfmb3SUeyIko_lUkHgFxFbQBo=w36-h36-p-rp-mo-ba3-br100
Fajar Indra,5.0,3 minggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWXaDUZGmBGWVHBY7s03x1HxXojkSyG54S4n3wsgTrvPs9R92tM=w36-h36-p-rp-mo-br100
Rieko Praditya,5.0,3 minggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjVrcXJ-4p-jRsO_rMBeQtcWi6C89wxS6FyDILwFxn3uWmcri8aC=w36-h36-p-rp-mo-br100
auraputri lintang,5.0,3 minggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocJH-ANNK_MHiPuxgigDZro8AuTcZQLrrNu9Estk5OJyo4Pstg=w36-h36-p-rp-mo-br100
Fauzen Candra,5.0,3 minggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjXLpHxVv9hlAi9j8GGZNesU5pRi09KcpJvUiXlcmn2W-NY9cxys=w36-h36-p-rp-mo-br100
Putri Han,5.0,3 minggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjUeJDhz38U-i0pMhME6WUzddkTl7hmZx6q2h4PcsGjHdlFMTA=w36-h36-p-rp-mo-br100
Rahma Zakiyyah Ulfa,5.0,3 minggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWWvtbHSnDgd-8nYQc-IggJpdCbzNtwgCTa4fDKZGU_0XG4TyoTJQ=w36-h36-p-rp-mo-br100
Rachma Dwi Wardani,5.0,3 minggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjUoFJeSIR8-IIytxv837k9yaQc4fmwhT0iC323Aa8jxX9ja8I9t=w36-h36-p-rp-mo-br100
Amanda Elysia,5.0,3 minggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjXV8Q7IXiKc2Cd-yoQEiwsKQW0xqhNn866TJdKleDlEHTDj4cZaKQ=w36-h36-p-rp-mo-br100
REGITA DYAH IKHWANTARI,5.0,3 minggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjVlF5iSTRZJHw5XxkFrz_RVaPCkmVZVssKU7s-IF1s85JymCYtSJw=w36-h36-p-rp-mo-br100
Linda Yuli,5.0,3 minggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocIVonAiKg5KkoSd6EOdmbgl_c_G2CFucnZE4_H3FsriT4xqnQ=w36-h36-p-rp-mo-br100
Deby Yulian,4.0,3 minggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocLNwwPp3D8z-ntR2_uzukSa0GIVaGR0Q7WkX7yJBKr6V1acMQ=w36-h36-p-rp-mo-br100
Aisyah Dwi Sugiyanti,5.0,3 minggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjXOppJVH-ySk7hp3ZVjC9BOgXLfnLWTUl6-hsuw-rr-CMRFYJPq=w36-h36-p-rp-mo-br100
Syamsul Hadi,5.0,Diedit 3 minggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocIby3GiHIHt6RRnkS4YT6Vsct_zxe7nkj9Ba8TfrbKCZfXJow=w36-h36-p-rp-mo-ba2-br100
Leni Rahmaniyah,5.0,3 minggu lalu,,https://lh3.googleusercontent.com/a/ACg8ocILPpKQuY9i6C-h3nzG5xGMtlPRb04WkHvwrww5V6ZW_Cdp=w36-h36-p-rp-mo-br100
Dedi bomo,5.0,4 minggu lalu,,https://lh3.googleusercontent.com/a-/ALV-UjUmshOBTD0wZeNxaqWQSYY_CB7h603qixUqNb9gWLSmpJq7aovk=w36-h36-p-rp-mo-ba4-br100
Mamamuda,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocIELrUfhDOniK46YyIw9p0XDLenU7_QLldCsHQovcbEI6PiWw=w36-h36-p-rp-mo-br100
Vanny Chuyy,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWxS-7cZTYjrOFZilVbjuJTXb82Vtjw7z-pPvLiJ-rLCuwQzag=w36-h36-p-rp-mo-br100
Yuli Handayani,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocJPyZrJ8JrF992nN3P9L2xeNNJoatEUx0Ut7m4TaMavDEJzMQ=w36-h36-p-rp-mo-br100
Kha Miiel,5.0,Diedit sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjUmU6wtGarkdq6bke_zX1yKEi2ttkNvqfIa6OeQFZi5l8AP8MBhBQ=w36-h36-p-rp-mo-br100
Indri SPd,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjV8qLFgt6DZb5P8ul9vDXNOQuOsMl-Cur7TMeF52Kz5mwfpKknt=w36-h36-p-rp-mo-ba3-br100
Siti Aisyah,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocKsORSF2gR8tFB_eD_brgqe9Os-clJ0Sjye6v0dTnjSO4yEmQ=w36-h36-p-rp-mo-br100
ch4,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjUmKJi7zEMJfRcyV50fVi7Ls-8xGysF6rZEgcfXzRRukca3VJcJ=w36-h36-p-rp-mo-br100
Aminatul Masruroh,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjVVYwRMvKJLiYIXMgzBi_Q0CZqVed6z9aElMwAdkUSHkJtsJ8MA=w36-h36-p-rp-mo-br100
cinta cantika,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWXqqRHNXih8vWBbjLlZwK-elSDfJ5DTNT1-HYztzrOjuzACTCe=w36-h36-p-rp-mo-br100
pungky hartawan,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjXaLBQn7FKy4_LVArgReOmPuUSdpvI20NWAIf7yAlIzex30UdLEaQ=w36-h36-p-rp-mo-ba4-br100
Muhammad Zaky Awaluddin,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocJc_Oop0IKMNbqgy0SQV8rPZ6KAYyQ5YDimyqTVuk1xbjiyUg=w36-h36-p-rp-mo-br100
someone,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjUkkEJFAqRuuFk24ctE427Ys4TF08MpVFGanvwiodCvxGLh7j47=w36-h36-p-rp-mo-br100
nuris dbm,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocJF7Y0Sw7krDjXBT3JcQEUmfgwv4hfc0dzINBXL-AYZ54rwQg=w36-h36-p-rp-mo-br100
Natan Sedayu,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjVwoakUsfFw6FWbHQQiZ2ECycOWOA4gtCT6RDS8ymfsdZfS5Tg=w36-h36-p-rp-mo-br100
rosi fathur rohman,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocILmFMdy_HGetZbK6uBRZS9-tntiAM3B_7OkOEAQ3L3Kr3WIg=w36-h36-p-rp-mo-br100
yerobun Nim,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWTzxkO7_pTcHCuQI3MahHv4arP7TvZs3PnttlZXQMMFJKeRSA=w36-h36-p-rp-mo-br100
Dian Islamiati,4.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocLX0HoYPd9jFyW_fD-CqdKbjxq9Q_2jZuBTiClKxt5NejzT5Ug=w36-h36-p-rp-mo-br100
sisxa regiana,4.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjXagYnJ8PTmctAr4fiBd2BrAR2pR1hXYX4SG0H73Vyhh-5_0__Y=w36-h36-p-rp-mo-br100
afifa nasrul fawziya_C,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocLFNQCoJYNyXNITb08CdpG7x8V4bCVCLInG8KzxbwKi5XIDU5E=w36-h36-p-rp-mo-br100
Eval Pasya,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWFYHACRCSg4Pc6q-CRXvUxqCe5cjtfVKMwr-D6bw-ti3Oljuuk=w36-h36-p-rp-mo-br100
Sahrul Gunawan,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocJ_pQq4hkZlCKos9YC1uJHnHn6pmdJGZutb_TEzP6Z5enknKw=w36-h36-p-rp-mo-br100
Maulana Agung Dwi Saputra,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjXkOTT6a54HbgMH3grLsNgRNsnit1Rei8ZZb3k9kR4DMTqzuQ9d=w36-h36-p-rp-mo-br100
Muhammad baihaqi Subarja,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocJhxWTyNiQew_bSw75w9MSZrfFnFrGr8OFZj2YDwBF-27BvwQ=w36-h36-p-rp-mo-br100
Muhammad Daffa,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocKrafI2H3SBEHj4juBzSB_pRbVbBSJUzbEfxwhkvH3cALZcuA=w36-h36-p-rp-mo-br100
Rivaldi Dwi Kurniawan,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocItikEVYwwXRBnxdde3GV5rnHNnAzfqgiQTTVzkqtwwZB1oxQ=w36-h36-p-rp-mo-br100
Wildan Hasim,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjXbCCtJ1k5EmUj9LdEVGfWwJezKcnSVtk5ufps-4Pb44Df0X_Fa=w36-h36-p-rp-mo-br100
imam kancil,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocLycvZz4dXEACvd43IaDMAG69NdsWnmcqoMgPwYGozHg9soZw=w36-h36-p-rp-mo-br100
Alifah nur zahara,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjVMCEJfthCYb7vXwJjtcEhHRaK7aGswrTCZJn9D8XZ9j87q94jEqQ=w36-h36-p-rp-mo-br100
Ani Aubeau,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjUS_6g4cNM5XjI49ff3NGJEWLWuWT3pMJa7XqYTyRtu2O7fkTni=w36-h36-p-rp-mo-br100
Adhitya 03,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocIrqQf4XWrUPrHRqZOgWmpHW0D-I2SItDxGNU9KNGJQTK4b=w36-h36-p-rp-mo-br100
Nur khosya Oktaviana,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocJoxfjYojpBNoSHA-iuT3Fqb_JpzKclrG4PH5ps2vHMPOVjww=w36-h36-p-rp-mo-br100
Iqlima Oktavi,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocKkNc2coLlrmJL9iW2t4gqCx65hG8-lOC3MsyR3coSoAyjIpnCi=w36-h36-p-rp-mo-br100
SELAMET PURWANTO,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWeIN3hmiTU54SPTeHvlBDADuSQm1A0gg7QxTNTbGu0DFJ6lsba=w36-h36-p-rp-mo-br100
Dewy Kurnia,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocKpTG6v-KKDpDe0wT3A06U7xa78uH9Q_HQp2VdID23D5rRVdg=w36-h36-p-rp-mo-br100
Ratu vernica Fahzareta,5.0,Diedit sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocLjuzxlhTMKcxWBnbMh9r2kGFzG05j03tlrv_4E1rXkBr5-_R0=w36-h36-p-rp-mo-br100
Nasyifa Aprilia,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjUaI3ftjzWSb99h5Q88xsZaxwlFx6bEhtcvspUvJudqVhaZbdE=w36-h36-p-rp-mo-br100
bustomi ajago,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocKjYeJcGhir4KGD0J0jqfElUA03r1IIJk5KQPmoGVDIDM3vVw=w36-h36-p-rp-mo-br100
Hiday Fatony,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjXK4b_2FGURWq6yZhDwbgEKF9DFbCd0plw826_s7KGe_JjrhwCu=w36-h36-p-rp-mo-br100
zahraaa,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWC7DdXLlkwa8VS2Y8u085bTzsBq2jLqYSquiMtkkouOUw2LMHsbA=w36-h36-p-rp-mo-br100
Ismiati Eka Oktafia,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWvcfWgwCgGu2nX1_0Cyi5vNGbuzBdCwoGfyrD54_6ytdyqSfBt=w36-h36-p-rp-mo-br100
Dwi Juma Ani Ismi Priyanti,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocKw5fs1hp2nKFu-ctLmKNApAz7EBXv-4OMemyp3bAFU-CmxCg=w36-h36-p-rp-mo-br100
Nadia Anggi,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocJlpiwl04Qt3xyd5tqJoFLst4HCGT40kOnpC9P-NF_wOON3VA=w36-h36-p-rp-mo-br100
Bhebhe Cakep,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWJ1sFud7zoCJynbH975ThFEYxU8MqL-r1R59Nz-1f1fzc1v8W4=w36-h36-p-rp-mo-br100
Ach. Ulil Absar,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWcDaDk7F4T2k6e3d2QqLVEfGK1DYFwg23MgA1zht2MeVK32ho=w36-h36-p-rp-mo-br100
Adelia Saputri,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocJD3QlA84iE1T6tkvttK7JJxi55C01F8Xj0u3GTEg79QmMn5A=w36-h36-p-rp-mo-br100
mccaaayy,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocLp9IwCUpUT5EPl7aEeVxiVomLmefHwI_k81UYh-RIMI86o1g=w36-h36-p-rp-mo-br100
Liana Oktavia,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocKECJ87c48skw9OAa36WHDTtMx2h7H_ipVezt-Xe6Wk3ELoLg=w36-h36-p-rp-mo-br100
Hijrotul Umroh,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjU5p_e7F82nyG0v_n50aeg-_dJnSbVeeylaPMPpjT_XBiaVZwgp-A=w36-h36-p-rp-mo-br100
Ifrohatul Dini,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjUearUGnZG1MF8S70gdVjxrpuZCANCrUAnN4ElKksx6l5Vi7tc=w36-h36-p-rp-mo-br100
Putri Diana,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocIKeu3WN7m3E7AwBWz_cl5_uM5vxRGQ3P8o6Mh1llII9tuFmQ=w36-h36-p-rp-mo-br100
Danisa Danisa,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjUtM7_jtu02-uTUzBxSmRJaOGesaQmF5KA9vwRFHZGeHnTy5dZ4=w36-h36-p-rp-mo-br100
adt,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocK-NFBXdYXPeDTHJ2eHmb4O87k2N6YPvjam4ulNsbTm4Okm=w36-h36-p-rp-mo-br100
Putri Ghilda,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjVfiqxohDvgQp38j5rGPWs0qOSnv_eimjYUsEFdpsKvi4Y9mZIC=w36-h36-p-rp-mo-br100
Fella,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocKL9N43haP6OloqbU254doiT02MxBwm7t1ux7QuHu_9xrCenw=w36-h36-p-rp-mo-br100
Novi Rani,1.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjVJhj9P6YGMcfYaTTQUSAfjCtA_nDpicPzsiMF-DMY6QxUh3ECA=w36-h36-p-rp-mo-br100
Dewi Restiana,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWXo6voxTpbHodaaB_4VTnECo25mKbg-PG1lukWp8ttHO40CB8=w36-h36-p-rp-mo-br100
Alfina Nur habibah,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjUZSnTslvx6XKAN2MMCzfiL1yiliDAEg57WHWyQmylkQrXtGkk=w36-h36-p-rp-mo-br100
Adhitya Restu Wahyuni,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjXeAbxlrrqAdGfSxvVW_x8NPwFOnBHp0YY6GClVshAohL5bl12Y=w36-h36-p-rp-mo-br100
Zahra Dhestiara,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjU3oWsdpghklD4Ekgbfw8NB72WwG5zcf3ZO_f79Cri_p_oNtD4=w36-h36-p-rp-mo-br100
Rani nur Putri,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocL2BPrYnK4rkUdQiJugWrGcYYcbYOpIek3PhaHeZbBw5PKccg=w36-h36-p-rp-mo-br100
Aquinna Krisnatama,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjVnJenMzmEaCyZckFVWM7yn1I6C51TPnsms3PA1gYRZqFdooSri=w36-h36-p-rp-mo-br100
zaky yeri,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocI5izWsaLkrkJ0b_DyqnoxCcWYgM2uR1vYv0BH1QHF59Dr76A=w36-h36-p-rp-mo-br100
Adis Bayu,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocJ93mw7u578wCGQ3Oq00-klbF_V7Qsw2WIypZsE96pTVIcGTg=w36-h36-p-rp-mo-br100
aliya sabita,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocII5mgMowj-gM-xJk_ANN2dT-duA9y4Oo8-p_Z0cHH6jjHwyg=w36-h36-p-rp-mo-br100
geisyafebi rahmawati,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjX7qx9Ef7ndyRhre_Y5BuuKPvdOL4Ra0cj23sHBX7fO0-cQeha5=w36-h36-p-rp-mo-br100
savana aprilia,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocIpLy_BqIiK_6tEiLLcNdKCfOzGNUdBTYWapmtvLmUCBk32WQ=w36-h36-p-rp-mo-br100
Nirma Mahila,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocL54cyoKlAqWGnajmKs4hDMLmtss7P41cMzGgsJN-iYR-Lzmw=w36-h36-p-rp-mo-br100
Farah Putri,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjUKDFWMw6QMcugdn3UHOBqogBV6V2QfHmGOLNB5uS-ZjKeSAis=w36-h36-p-rp-mo-br100
inna,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjU2XDjrTD1iN9Lxo3qEPls1xle8d5vL3v2zNplD6gzczku2P1uY=w36-h36-p-rp-mo-br100
Andini Dwi,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocLJme-HskUKAHwjr6rbXujS70vKUWPys4CYf-L_8QY6hTbovw=w36-h36-p-rp-mo-br100
Adinda Aulia,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocKIaUo1kPxvtmoR3cUCm-o5jaacTB53Q3oe9_RCQJXSf6oq=w36-h36-p-rp-mo-br100
Asyifaa Putri,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocJc6tO3R6tf0vUkJtokgZBVdRWAQVyPeUXlKF28N0Y1wWdsIA=w36-h36-p-rp-mo-br100
Abir dhoufwatul A'isy,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocIrERUIlKm-tgYOJDcn54Xqy7NQijfLp7k90_EWlxPkz_fw=w36-h36-p-rp-mo-br100
Yusrinazahirah ZahirahJedda,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjWXsLCaoRZfAmi0FOFv6AH81_m7NMvyuGk8__5VaJ_mA70FBEPa=w36-h36-p-rp-mo-br100
Bilqishya Tiara Septikha,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjX6JSP-gIiHDILKl1DMMinRwO_RgIG21O2deqY-HtD_rmGvF0bQkw=w36-h36-p-rp-mo-ba2-br100
Keyza Alifia,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjXoE_8uEvGTQCLtDCuMOyneyAIH0VnjqQI7_O7z0OUiheG_R2-l=w36-h36-p-rp-mo-br100
Shavira Novi Nandita,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjXxrMTF_6pZA2PpivKQP-rTGnypdLQ2rfU8aXfX5VQwPaNcu5ol=w36-h36-p-rp-mo-br100
Aisyah Ramadhani,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocKFvRxxshSfpUhmEvjZ77cJsT8NNJiErbvKBV2qZ24SowsV3w=w36-h36-p-rp-mo-br100
Dinda Septi,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocIoAJ46esR_1aHrkpS5sUW7eaH3pTIPt2r9DTir0QoXfmOfFQ=w36-h36-p-rp-mo-br100
YARIS ZAVIER DENTA MAULANA,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjUOSk5PCAtesyu3aEj5KgXWsBtM5zqmxYQDMYQWFKObk3KqCLaA=w36-h36-p-rp-mo-br100
Ahmad Badar,4.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocLcImX-tQj0Vn-58DPF8St3Aj-PbxI6NMu4migGL44cuWY8ow=w36-h36-p-rp-mo-br100
Kurniawan Eka,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a/ACg8ocL_fkGOAeklvHHIzCbrBzIJkPpz5HyitExKVfbz8VABrq6Gfw=w36-h36-p-rp-mo-br100
Sofia,5.0,sebulan lalu,,https://lh3.googleusercontent.com/a-/ALV-UjW1yGFva6zN2zShQx4F1eUDVPViS4JDwiYRCnynnqvvTOOuBR69=w36-h36-p-rp-mo-br100
