author_name,rating,published_at,text,author_image_url
Siti Aisyah,5.0,4 minggu lalu,"Lama tidak kesini, kapan hari kesini pelayanan oke
Staf nya ramah saat di mintai tolong
Sippp",https://lh3.googleusercontent.com/a-/ALV-UjURKtcvkyeLkOp4IVhwFPzfRW8jflTxXkZ4dFgPRuUMaZxoSQIr=w36-h36-p-rp-mo-ba4-br100
Ayunda Ayundaayu,5.0,sebulan lalu,"sukakkkk bangetttttt, makannya enak pelayanannya cepatt dan ramah poll",https://lh3.googleusercontent.com/a/ACg8ocIS_Yj_tmEgdh-DPG9slANZaHkJwa18RPUWK5mk3NzKqcUO8A=w36-h36-p-rp-mo-br100
avril qoriatul,5.0,4 bulan lalu,Pelayanan semakin cepat tanpa antrilama,https://lh3.googleusercontent.com/a/ACg8ocLt_a8kQXW3uaOxnhd18CO9at9Ch8zn16aNNHDoo-Kqq5_GEA=w36-h36-p-rp-mo-br100
Lila Safitri,5.0,4 bulan lalu,"Selalu memuaskan,pelayanan baik😍 …",https://lh3.googleusercontent.com/a/ACg8ocKQN-Odn1X479kAXDVBoZEE0nOh-06V9Mumohm3UR9k4id3DQ=w36-h36-p-rp-mo-br100
indra darsa alam,5.0,2 bulan lalu,"Pelayanan cepat, makanan enak, pelayan ramah, tempat sangat luas",https://lh3.googleusercontent.com/a-/ALV-UjVHgnQWY7vOH3vBwBuITG6JlyH-PT1jkMWZz2yT--sHgmmq_xc=w36-h36-p-rp-mo-ba3-br100
NYOTO HENDRAWAN (HENDRO),5.0,Diedit sebulan lalu,"Harga murah, pelayanan cepat, bersih dan suasana nyaman
Selalu ramai yg menandakan, bahwa Me Gacoan sangat digemari",https://lh3.googleusercontent.com/a-/ALV-UjWVaMhwujXoxz7AORUDRazP0g6HLOT614o0qzk5VW3x_YfVpxWm=w36-h36-p-rp-mo-ba4-br100
abdul haq,5.0,3 bulan lalu,"Enak, luas, cepet cuma sayang nggak ada wifinya sedangkan pesennya pake barcode",https://lh3.googleusercontent.com/a/ACg8ocJcu7TLRs_pF2oha35zKFZJz-JDV9fCzdOgpr-hqpYO8tZCtA=w36-h36-p-rp-mo-br100
Theresa Citra,5.0,3 bulan lalu,"Makanannya lebih cepet sekarang, ga antri panjang panjang.. suka sma sistem yg baru.. sip 👍 …",https://lh3.googleusercontent.com/a/ACg8ocIjigQ6lnUCpppgNyjWFOmGxVzqBlzrlOJy_xyPGj0LPAXrZQ=w36-h36-p-rp-mo-br100
Riris Riris,5.0,seminggu lalu,mie nya enkkkk polll,https://lh3.googleusercontent.com/a-/ALV-UjWUFVf4XPy1dVwj_vZY70WS92yXo5zPPwDCil_2cYu-ePR3Iwqf=w36-h36-p-rp-mo-br100
Linda Ayuningtiyas,5.0,2 bulan lalu,Rasanya enak worth it banget buat anak kost pelayanan nya juga ramah,https://lh3.googleusercontent.com/a/ACg8ocJ0OR2Dl4zGFuACqamONDBZyhrkAVGIvYVpuqpw-Mbd94dgUJ4Z=w36-h36-p-rp-mo-br100
Mahrunisa Humairah,5.0,sebulan lalu,"pelayanannya sangat baik, membantu orang yang kesusahan saat memesan",https://lh3.googleusercontent.com/a-/ALV-UjVvb5JpmULPZqkxFkcP4HMsMeMwVl99XLGJsHQxy75cWWYA3Rs=w36-h36-p-rp-mo-br100
Rani Oktavia,5.0,2 bulan lalu,"Makanannya enak”, setiap hari selalu pengen kesini, mantap🤩 …",https://lh3.googleusercontent.com/a/ACg8ocIdBILOHir9SrVfl4sHWqpbDSCucpKLreKvEQlxCWs39XY5Mg=w36-h36-p-rp-mo-br100
Nova Tri Agustin,5.0,4 bulan lalu,"Rasa mienya enggak pernah gagal pokoknya
Walau nunggunya agak lama tpi its okay i'm happy",https://lh3.googleusercontent.com/a-/ALV-UjVknTtpmctWNharlwZHn2MQSAd-lAuEtdo87iviRjXStRnDmE0=w36-h36-p-rp-mo-br100
Fifi Risdatul mufidah,5.0,4 bulan lalu,udang kejunya favvv bangettt😭🫰🏻💕 …,https://lh3.googleusercontent.com/a-/ALV-UjWU9bpnrbwi6rswDWIqngnps9m5ubCO9VchooHwfVimcVoLctg=w36-h36-p-rp-mo-br100
Noob Gaming,5.0,2 minggu lalu,pelayanan ramah da penyajian cepat,https://lh3.googleusercontent.com/a-/ALV-UjUAx3T6aYF0qHsVy2nCCq51Y09pWUmoq6z5TDXT7DWsl_eM5Yc=w36-h36-p-rp-mo-br100
Saydh Desy,5.0,4 bulan lalu,Tempatnya nyaman dan lebih luas,https://lh3.googleusercontent.com/a/ACg8ocKxsJkZXI5xuifUqPxX6ow1lim7busmiPOsaG3YFkmsaFa5OQ=w36-h36-p-rp-mo-br100
Novalle Ramadhan,5.0,sebulan lalu,Tempatnya luas lebih nyaman buat makan d tempat rame rame.,https://lh3.googleusercontent.com/a/ACg8ocKDk7HhMRpA-_J9AThfHLyGCykFzGkk0tUNr5Ej-ORIIW6xWdY=w36-h36-p-rp-mo-br100
mahfid saja,1.0,sebulan lalu,"Pesanan mie nya lama banget, sangat tidak profesional dalam melayani customer",https://lh3.googleusercontent.com/a-/ALV-UjV6-tDXqXk8hxkhRxIkqxHPZp-4ZQ23bO8aX4daNrF8endihAg=w36-h36-p-rp-mo-br100
lia dhraa,5.0,3 bulan lalu,"Tempatnya bersih, pelayanan oke banget, reccomend👍🏼👍🏼👍🏼 …",https://lh3.googleusercontent.com/a/ACg8ocIyJKCyAdNTE7D97F4rQzPlWES38L0fMKl0Mk7piUWXg9WVFw=w36-h36-p-rp-mo-br100
Arvie Cakravata,5.0,3 bulan lalu,"Makanan enak dan terjangkau, suasana nya hangat, dan sangat cocok untuk makan bersama, sukses selalu mie gacoan",https://lh3.googleusercontent.com/a-/ALV-UjUPyyR4oWxKAvTLr5yfAwVkksDsCuox33ZJu6fG8H0kVYfQzP4=w36-h36-p-rp-mo-br100
frischa tchlia,5.0,2 bulan lalu,"Pelayanan ramah, makanan juga tergolong murah dan affordable",https://lh3.googleusercontent.com/a/ACg8ocLV5L6BQlHVxrYZkTWDRZWlFnfp2lH9uwZJ_nMfbIfEzX9eWlQ=w36-h36-p-rp-mo-br100
Almira Tungga Dewi,5.0,sebulan lalu,makanannya enak dan memuaskan pelayanan nya okeei bngtt,https://lh3.googleusercontent.com/a-/ALV-UjUKg562rTDzQSE6SDQY_yPmW4c32UIf8no1MHB0EbSQdneCy99l=w36-h36-p-rp-mo-br100
Nadya Jasmine,5.0,3 bulan lalu,"layanan sangat baik, tempat luas, dan mbak iklimatul sangat ramahh karena sudah membantu",https://lh3.googleusercontent.com/a/ACg8ocLRBBUUt-m20-ROeB-0OfSYlPBax5vojTXJwgCQji5yWtZLPg=w36-h36-p-rp-mo-br100
Siti Fatimah,5.0,sebulan lalu,"Pelayanan cepet, makanan juga cpet dateng mantapp deh pokoknyaa",https://lh3.googleusercontent.com/a-/ALV-UjU-hYwEUxgDqGNm7IDfeYlH0O5wAGdSYoqxWHvceEq94Tc1iOja=w36-h36-p-rp-mo-br100
Elwin Silviana,4.0,4 bulan lalu,tempatnya enak dan bersih pelayanannya juga cepat.,https://lh3.googleusercontent.com/a/ACg8ocL_VwVwqEEya1avXgBv1aQ7kbeiEY1UHdWz8N02Z4tDP0nNNH3P=w36-h36-p-rp-mo-br100
Reyhan Mirza,2.0,3 bulan lalu,"Maaf ya pelayanannya lama ternyata Mbak"" nya malah sibuk live tiktok pas kerja kebetulan muncul di fyp saya🙈 …",https://lh3.googleusercontent.com/a-/ALV-UjXmdlLn3RIv3R_5xgnnC5RXYnMUIiS_1BzKZiXFAqReV8XK99s=w36-h36-p-rp-mo-br100
Desti Amellia,5.0,2 bulan lalu,"rasanya enak banget, bikin nagihh🤤🤤 ga bosen klo ke gacoan jember …",https://lh3.googleusercontent.com/a/ACg8ocK5gC3b6Pz-5nBPf3anKjU4r43E8Sn9v-EoOcVmUX1MVJpPtg=w36-h36-p-rp-mo-br100
ninda lina,5.0,2 bulan lalu,"Pelayanan ramah , tempat nyaman dan luas mantap",https://lh3.googleusercontent.com/a-/ALV-UjVU_dx1V2hoFjGzYDSUH26qMd5TpSm0NgzRcXM3VhKGC4vTeMQ=w36-h36-p-rp-mo-br100
Killua,3.0,4 bulan lalu,"mic nya selalu mati bikin nunggu lama, tolong diperbaiki atau ganti yang baru jgn pake speaker mungil ga kedengeran",https://lh3.googleusercontent.com/a-/ALV-UjVyc4lD1rWHh54r148-EVmC0rOb7Xl0OQo4JJ6kGk1F1NG9xqI=w36-h36-p-rp-mo-br100
Livia Syafira,5.0,3 bulan lalu,layanan nya ramahh bangttt apalagii kaa teguhh best bangtt dahhh,https://lh3.googleusercontent.com/a/ACg8ocKFUPa321AVjBoOvzmVG9mmWt4TQW8N-wMrlQZ_kuiryi5mjw=w36-h36-p-rp-mo-br100
nafisah bongga,5.0,4 bulan lalu,tempatnya makin bagus dan nyaman,https://lh3.googleusercontent.com/a-/ALV-UjWY61nDBVLg6R9ovCNVz1R895KBYENRSYQS2YXUMH-mXDbwkhrs7w=w36-h36-p-rp-mo-br100
Yuniar Wulan,5.0,2 bulan lalu,Gacoan mah gausah di tanya kalo soal rasa 🤩 pelayanan terbaik cepat dan selalu bersih 🤩 …,https://lh3.googleusercontent.com/a/ACg8ocJiBzbgPltFBa06PU2yb6liAFURviQ51zr6f_CA1e7KCHMRsA=w36-h36-p-rp-mo-br100
RSEVEN CHOLEX,5.0,2 bulan lalu,"Pelayanannya ramah baik dan murah senyum.
Mantapp",https://lh3.googleusercontent.com/a-/ALV-UjVTp1hFYRUrsF92RQ8RBjIaoO249iKwSKFIZtnsQyje_ov7ApYt=w36-h36-p-rp-mo-br100
Amiroh Firsha,5.0,seminggu lalu,"sangatt enakkkk, jadi pengen setiap hari makan gacoan",https://lh3.googleusercontent.com/a/ACg8ocLcfQd0ys_AWu8jhv3H8Qd1A8SxjqSNPvLJLYwzxYo5J-JzTQ=w36-h36-p-rp-mo-br100
Sofyannn,5.0,4 bulan lalu,mantap tempatnya luas makanannya enakk,https://lh3.googleusercontent.com/a-/ALV-UjUOZH_QvIwFDOg9Fb-D8E-QNdUNrzJHSZceUuNE7oUJ0i0j9u8HVQ=w36-h36-p-rp-mo-br100
Rahardian Firdiansyah,5.0,2 bulan lalu,"Tempatnya lebih luas, tingkat kematangan mienya juga pas all good 👍 …",https://lh3.googleusercontent.com/a-/ALV-UjV4e1NsnF-Dr7YiPsPMAP485ddpsZrBvOa8zS-c-hFinjkVwt8=w36-h36-p-rp-mo-br100
03. Adinda Salsabillah,5.0,sebulan lalu,pelayanan cepatt harga terjangkauuu dan yang pasti enakkk bangett,https://lh3.googleusercontent.com/a/ACg8ocLsM2miUmqzdTIzraGm4mfeeqpTZe_aJSUkTrVHq-J6f9gGZw=w36-h36-p-rp-mo-br100
Ahmad Pasha,1.0,5 bulan lalu,"saya sudah menunggu hampir 2 jam makanan belum datang, jika kiranya ordernya sudah overload sebaiknya close order aja 😢😢 …",https://lh3.googleusercontent.com/a-/ALV-UjVB2Hgvf368MVa4647Molkhg_D63S_vj8uMy39KZHWMB519mUX2kg=w36-h36-p-rp-mo-br100
WAHYU ANWAR IBRAHIM,5.0,4 bulan lalu,"Pelayanan ramah dan pemesanan sekarang lebih efisien, tidak perlu antri lagi, mantap deh",https://lh3.googleusercontent.com/a-/ALV-UjWDnf4VrKdeZZavN8b9CzQ_j7T7kL33eoUqqMX8o_mj5AQg2VHC=w36-h36-p-rp-mo-br100
Evy wahyu Ramadani,5.0,4 bulan lalu,suasanya lebih menarik dan nyaman,https://lh3.googleusercontent.com/a-/ALV-UjWS5hpzPQe8-RzlOUKpiwhvFOc1z1IpXTsLd2QtpQxJyoXKvC20=w36-h36-p-rp-mo-br100
Faris Septiawan,5.0,sebulan lalu,"24 jam,cari makanan waktu lapar gak susah,tinggal jalan kaki",https://lh3.googleusercontent.com/a-/ALV-UjWtnFQHJvNT3Gu3XU10Blo_WGAGfNQIbkuy0GN4-OiRZeFIN8FQ=w36-h36-p-rp-mo-ba3-br100
27 Reiko Rizky,5.0,3 bulan lalu,Mantap enak banget,https://lh3.googleusercontent.com/a-/ALV-UjUE8usBnzYTvuPHW9mfGNOzelb6-bXJG2J_g2CBmHxhayX86xjH=w36-h36-p-rp-mo-br100
Dzulkifli Rizky,1.0,3 bulan lalu,"kasih tulisan yg mau makan ditempat sama dibungkus, udah antri makan ditempat malah disuruh pindah antrian",https://lh3.googleusercontent.com/a-/ALV-UjVtrKcTXU8HiPBGLH8x_uq8nQFt89NF8Du3IXAZOLMsSb3pYOaH=w36-h36-p-rp-mo-br100
Crazzna,5.0,2 minggu lalu,"mienya enak dan nagih, suasananya sejuk dan nyaman",https://lh3.googleusercontent.com/a-/ALV-UjVjq_D9P-kIzmVXBezrvGLkTVMgDRC9oUmLontrZpC8eRowb_mvHg=w36-h36-p-rp-mo-br100
Bila Bilot,1.0,4 bulan lalu,"Sumpa luamaa poll , harus antri berkali kali demi makan mi dan harus nunggu 2jam baru mi datang..pelayanannya lama polllll",https://lh3.googleusercontent.com/a-/ALV-UjWJO_26UxOHyW15lXPWCjjpSyTtwju6ER8DEH3fbb3a1obAbH5-=w36-h36-p-rp-mo-br100
Ma'rifatul Khoiroh,5.0,3 bulan lalu,pelayanan nya bagus dan tempatnya keluarga able banget😍 …,https://lh3.googleusercontent.com/a-/ALV-UjXdbNdKPqusKZNIDpJYqtKdrJ8gcUnsR4oXszgTR7ru4oQA73A3=w36-h36-p-rp-mo-br100
Manesti Pangestuti,5.0,3 bulan lalu,"Enak, bagus, murah, layanan ramah
Coba Adain diskon dan promo lebih banyak yaaa",https://lh3.googleusercontent.com/a-/ALV-UjXsL3vT1gI4zVXnAsfSlmoom-LNO7w0JTJDIYnBcoDSlD406761=w36-h36-p-rp-mo-br100
Ella Nurhayati,5.0,sebulan lalu,"thee best sihhh, tempatna luas, pelayanan ramah bnget",https://lh3.googleusercontent.com/a-/ALV-UjW5R33-bAoQRNoklv-BUlZpjAZfkmiYLZYjgbGnMFTxWGXU0jQc=w36-h36-p-rp-mo-br100
Mar Yani,5.0,4 bulan lalu,tempat nya lebih luas yang sekrang,https://lh3.googleusercontent.com/a/ACg8ocIg-8pVWF8OnTmWFTR-WgMxrDnSfD6wtKVpstCFeiAopvnh2w=w36-h36-p-rp-mo-br100
Salsabila Zahra,5.0,sebulan lalu,makanan ny enak dn pelayanan ny jugaa,https://lh3.googleusercontent.com/a-/ALV-UjUH19vBSBskiNkxsGHVYYUvh9SXisuQ2q4j3aR3Cgp6kgP3hJnS=w36-h36-p-rp-mo-br100
Sinta Rohman021,5.0,3 bulan lalu,"sangattt worth it sekaliiii dari tempat,makanan,dan pelayanan nya sangat ramah",https://lh3.googleusercontent.com/a/ACg8ocIyF0r6eiAeOyeu63VtAlDy9jJDrufShASflmHI7Fmbm_hFcg=w36-h36-p-rp-mo-br100
Ahmad Rafli,5.0,4 bulan lalu,Pelayanan cepat dan ramah,https://lh3.googleusercontent.com/a/ACg8ocJQRGOfdEgZueEE3TYp8V3TT_hWDECKwPAe8HiIovEQuHB2RA=w36-h36-p-rp-mo-br100
Yusuf tri wibowo,5.0,2 minggu lalu,tempat nya bersih dan nyaman loh,https://lh3.googleusercontent.com/a/ACg8ocJo_S14XLWfIri2HpzDFdk6rrhTfP51qkB_bewbFQ6H0wxm5g=w36-h36-p-rp-mo-br100
Dian Dhurotul,2.0,3 bulan lalu,Pesanan gak sesuai request. Seharusnya kalau ada note itu ya disesuaikan pesenannya,https://lh3.googleusercontent.com/a/ACg8ocLuht5aEvyGAgnh0RZ0ZAm8vVZXUL6vBB5Qp5grCZzdEwp7CA=w36-h36-p-rp-mo-br100
nanda putri d,5.0,4 bulan lalu,"makanannya enak, tempatnya bersih",https://lh3.googleusercontent.com/a/ACg8ocI5RMBqhZBJGwre3RpEPH-yD6hIPQ0gSDUjZpbo-GQSg7xg6A=w36-h36-p-rp-mo-br100
Ahmad Riskillah Hamdani,5.0,3 bulan lalu,"Untuk saya pribadi, sering ke gacoan, karena untuk pelayanannya ramah ramah, dan untuk menu menu nya jamin nyaman dan murah",https://lh3.googleusercontent.com/a-/ALV-UjUN2FbB1_xi5B0CNEbdsAVM7PbMTRqotTFBpNtspwyvCqefiRmE=w36-h36-p-rp-mo-br100
hafeeza ramd,5.0,4 bulan lalu,"Tempatnya lebih luas daripada secelumnya lebih nyaman pelayanannya, dan stafnya ramah",https://lh3.googleusercontent.com/a/ACg8ocIz6qfErW8SjziAmYc1kA9i7gaEG28OP3f6fuStQxkV1PZUMQ=w36-h36-p-rp-mo-br100
Muh Kholifah,5.0,3 bulan lalu,"Sangat sangat enak, pedasnya masih bisa di terima di lidah, pokok nya love deh",https://lh3.googleusercontent.com/a/ACg8ocIZyi_cf-6cLx37PV3qBWuJ4aOyRZYKB3A8_fdnVXM1f6a05A=w36-h36-p-rp-mo-br100
sita tarisa,5.0,sebulan lalu,"karyawan sangat ramah cantik, dan sangat baik, pelayanan sangat bagus dan cepat",https://lh3.googleusercontent.com/a-/ALV-UjX0zRnO8sV8A6xbDKgGsEFq6vfzUlFcINB1wrPp4L0Nk7Oie9c=w36-h36-p-rp-mo-br100
Aqilla Talitah,5.0,3 bulan lalu,"Pelayanannya ramah banget, makanannya enak2, terus fasilitasnya ok banget👍👍 …",https://lh3.googleusercontent.com/a/ACg8ocL4XWKLc8ZJXIVk0fhDoBy8SRc5Lv0sJXu277R3fYHHGfesyA=w36-h36-p-rp-mo-br100
Ulfi Khoirun Nisa,5.0,5 bulan lalu,"makanannya enak, pelayanannya ter-arah dan teratur. fasilitas lengkap, parkiran luas.",https://lh3.googleusercontent.com/a-/ALV-UjXBI3zOh5Vaz13_pWOZCXSraRJgUIKPdmlBKeON71SsHbKMsk0m4Q=w36-h36-p-rp-mo-br100
Ari Selviana,2.0,4 bulan lalu,"gacoan sekarang ribet banget yaa, ga kaya dulu jadi males deh mau kegacoan lagi, karyawan di kasir juga becanda becanda lagi, ga stanby sampe bingung saya, masa ilang ilangan",https://lh3.googleusercontent.com/a-/ALV-UjVVyHFx-ecQvFhFvQXf4V68CSBHw0YNsth8fOISJcwdvy-SEmxQ=w36-h36-p-rp-mo-br100
Damai Vebriyani,5.0,5 bulan lalu,Menu enak dan pelayanan ramah,https://lh3.googleusercontent.com/a-/ALV-UjXS7wWQR11aOglTFnWAB8BaxOH7xWitmo8ijIAH7OTz3JeZ1PDO=w36-h36-p-rp-mo-br100
Cing Royen,5.0,3 bulan lalu,Pelayanannya sangat cepat tanggap terhadap pengunjung disabilitas. Pingin terus kesini lagiiiiii,https://lh3.googleusercontent.com/a-/ALV-UjXgNO8HelSIU2UjXbwxeyn2QUM8-CVUjmNpA_Q5KNbesKYsAJje=w36-h36-p-rp-mo-br100
Meiyuniza,5.0,sebulan lalu,"Layanannya cukup ramah,pesenan cepat di sajikannya",https://lh3.googleusercontent.com/a/ACg8ocIogtchZZ9sak7xcdHQwJQ0wX-1ML0J6OBdEvZyUbBSYhneDA=w36-h36-p-rp-mo-br100
ricchai,5.0,seminggu lalu,enakkk bangetttt,https://lh3.googleusercontent.com/a-/ALV-UjWlqTVUZ1paDsNdl1Fme7sPRl3NHyiXfpB5iGEcwcXc-2cJkWgM=w36-h36-p-rp-mo-br100
Laila Nurdiana,5.0,3 bulan lalu,"Approve bgt sama rasa gacoan, yg mna makanan yg ga pernah bosan buat dijadikan makanan utama",https://lh3.googleusercontent.com/a/ACg8ocJWPt72YbqxSM01rD9VuM82qXlB5lmUW66tCJi1hWwOoi5nsg=w36-h36-p-rp-mo-br100
qonitah dinana,3.0,5 bulan lalu,pesennya g4 tapi realitanya g3 trus ada stempel sesua dg nota lagiiii…emangnya ga si cek yaaa,https://lh3.googleusercontent.com/a-/ALV-UjXAs2mN0jaW49HSwijLO6KIjCG_qrdTJjaZXOX8HUox9BTgdFZUfw=w36-h36-p-rp-mo-br100
Nabilla Saskia,5.0,3 bulan lalu,"Pelayanannya cepat dan ramah, tempatnya juga bersih dan nyaman.",https://lh3.googleusercontent.com/a-/ALV-UjXHsFv8k2JyKYXWEgHEKXkhzR2-smU8W5oyC9i93AlI4Bxz1D1p=w36-h36-p-rp-mo-br100
Iyaa Ituu,5.0,3 bulan lalu,"Mie enak, selalu bikin ketagihann 👍 …",https://lh3.googleusercontent.com/a/ACg8ocI5TrdNR_8GwTzqbbs6vsYtBqtd3CV03806SYH8GmitABZt1Q=w36-h36-p-rp-mo-br100
Nur Iva,5.0,sebulan lalu,"Tempatnya nyaman dan luas,pelayannya sangat ramah",https://lh3.googleusercontent.com/a-/ALV-UjU7E7Jn7pHoIGtLf_oYW5AS8RywfQnYLObt-7CoOkZV8yJJaZ4=w36-h36-p-rp-mo-br100
Nailla Shafira,5.0,3 bulan lalu,"tempatnya comfyyy enak buat nongki, pelayanan & rasanyaa juga okee bgtt",https://lh3.googleusercontent.com/a-/ALV-UjUTec5RqC7OYqnIvt4hXNnZwdyHfP9L5bU3Pfel-QKj77gOotPR0A=w36-h36-p-rp-mo-br100
Melinda Lady P,5.0,4 bulan lalu,"Akhirnya tempat Dine in nya luass
Tapi ternyata masih rame jugaaa
Wajar kalau harus nunggu..",https://lh3.googleusercontent.com/a-/ALV-UjXs74y0_HKjLJm2WMH9eYTJm904YD0iCiAH4dNeNMXrcNmrRABd=w36-h36-p-rp-mo-br100
Luna Yesya,5.0,3 bulan lalu,enak banget mie nya juga sekarang tidak perlu antri langsung disediakan tempat duduk,https://lh3.googleusercontent.com/a-/ALV-UjXaK63_PwU9crp2w4RrzUF3Szq1w8WqPC5Gc2ldYp7XioKKRFk=w36-h36-p-rp-mo-br100
M Adam Trianto,5.0,5 bulan lalu,"KECE ABIEZ MIE NYA ENAK BGT, SUMPAH ANTRIAN BANYAK BANGETTTT TAPI TETEP KECE ABIZZZ BUT ITS OKEY KARENA LANGGANAN BANGETTT
KEK MENURUTKU WAJAR BANGET NUNGGUNYA LAMA KARENA ANTRIANNYA EMANG BUANYAKKK …",https://lh3.googleusercontent.com/a-/ALV-UjV7pseFL5NXWKHNTSQelUFZzoXFwXfvCvmjJDUjpDg84f7PGNRs=w36-h36-p-rp-mo-br100
Milan Al-fatih,5.0,3 bulan lalu,"Pelayanan cpt ,tp klo suasa ruangan lbh dingin lg makin sip",https://lh3.googleusercontent.com/a-/ALV-UjUlweV1XRMnwgRy7HuzYKDSl2LHzWM8kfjbQZf2U_Wds7_U8_o=w36-h36-p-rp-mo-br100
Afiyaty Rahma,5.0,sebulan lalu,Tempat dan suasana nyaman karena sudah lebar tidak berdesak-desakan,https://lh3.googleusercontent.com/a-/ALV-UjV1ojXFZoB4hFwtVyAIxC6CX1EBESKgA9D5Y8L_RwOiDrumuYVX=w36-h36-p-rp-mo-br100
wawa,5.0,4 bulan lalu,Tempatnya luas dan nyaman,https://lh3.googleusercontent.com/a/ACg8ocLbUTCii-WqDmF-gQffuF63WoLUpnVXDQsn-IT6tO_Wir6pNw=w36-h36-p-rp-mo-br100
Nur Septia Ningsih,5.0,2 bulan lalu,Enak bgt nagih rasanya,https://lh3.googleusercontent.com/a/ACg8ocJHJbDBTLdW-r_Fepgd-1Kz2HmSNRwAlKgpbvm3_zZkPULxiw=w36-h36-p-rp-mo-br100
Putri Ressy,5.0,4 bulan lalu,Cintaaa bangetgt samaaa gacoannn,https://lh3.googleusercontent.com/a-/ALV-UjXScoBqxKiRFHWmu8m4y6kdksB8Tz7VaxbW2dOkAoSw6R_toWvj=w36-h36-p-rp-mo-br100
Ilia yogiyln,5.0,3 bulan lalu,"pelayanannya ramah, tempatnya nyaman dan bersih🤩 …",https://lh3.googleusercontent.com/a/ACg8ocJWY1C-3pTvtiP2Ql30Q572gGe5X_uPFZHyxGfufdFbj8xs7Q=w36-h36-p-rp-mo-br100
Nadila Nadirotur Rohmah,5.0,4 bulan lalu,Tempat semakin luas dan menarik,https://lh3.googleusercontent.com/a-/ALV-UjUW6VwsaSO8jmxUthUTjC5A7TF8maW4mh28Rcfvz2qhTD0lT4Cc=w36-h36-p-rp-mo-br100
aisyahaha,1.0,5 bulan lalu,"ga worth it bangettt anjayy... kelamaan,ga enjoy,kurang ramah,kurang grecep.
w dh nunggu 3 jam njirrr....",https://lh3.googleusercontent.com/a/ACg8ocLDOn_dGLcC9VpqcksHVCt7VitIXNIrmwIOqh3xyEXMw0iltA=w36-h36-p-rp-mo-br100
devinaa1605,5.0,3 bulan lalu,pelayanan nya ramah banget apa lagi kak teguhh paling hebohh bangetttt,https://lh3.googleusercontent.com/a/ACg8ocKq8wSDJ1YFtjtdWruB8_gIlomXvjK8vVvsvyJeodLxlgDz1A=w36-h36-p-rp-mo-br100
Feki Irawan,5.0,sebulan lalu,"The besttttt mantap bngttt,pelayanannya sangat ramahhh",https://lh3.googleusercontent.com/a/ACg8ocLWLw_JGC4pI1Hs8c8KXgAV1LsCmbiM-aXEX9SHMUp2NUCloA=w36-h36-p-rp-mo-br100
Rizal Fatchur Rohman,5.0,4 bulan lalu,"Pelayanannya memuaskan, makannya enakkk",https://lh3.googleusercontent.com/a-/ALV-UjWhDbL1-2vUde4eQDy2ApRxlQjulK8qtvc5miYeuPGAKgmYcaIo=w36-h36-p-rp-mo-br100
Putri Nazwa Meida Syafeera,5.0,3 bulan lalu,"pelayanan ramah, cepat, mie nya enak, udang kejunya enak, tempatnya nyaman",https://lh3.googleusercontent.com/a-/ALV-UjVVhbDAK0lIgs8ikaEeyaL1U6JK8_jUbs21iQQY38x3HRQnecmrIg=w36-h36-p-rp-mo-br100
王子Nala,5.0,2 bulan lalu,"SUKA BANGET SAMA UJANG KEDUNYA, I LOV UJANG KEDU😍🫰🫰, BESTT BANGET SIH UDANG KEJUNYA, YANG BUAT UDANG KEJU LOV U🤩😻🫶 …",https://lh3.googleusercontent.com/a/ACg8ocI0-StCS965GrVrZ2yEIYd1VJem_OPvEo2yePkH4kmEwPhBng=w36-h36-p-rp-mo-br100
Alvia meme,5.0,3 bulan lalu,"makanan enak, tempat bersih dan nyaman, pelayanannya juga ok🤌🏻 …",https://lh3.googleusercontent.com/a-/ALV-UjVlOryYUeXodRofopf1hP2rpy9sO_7NRWPcy6VZb4H9IXbLo_g=w36-h36-p-rp-mo-br100
khaira queensy,5.0,4 bulan lalu,makanan nya enak pelayanan nya juga cepat🕺🏻🕺🏻tidak sampai 30 menit …,https://lh3.googleusercontent.com/a-/ALV-UjWDodQHPEYC8PMXoaxWNV7V1MkLkm2jn_tm3nTtq_NkwsLQ7Vk=w36-h36-p-rp-mo-br100
Qeissya Putri,5.0,4 bulan lalu,makanannya enak tempatnya nyaman,https://lh3.googleusercontent.com/a-/ALV-UjV1q-dbPy0ZKFwejSR9EOcIHD3JH12Cge41FZAoqnOFfhebaP6b=w36-h36-p-rp-mo-br100
Ferdinan R.d22,5.0,3 bulan lalu,Pelayanan sangat ramah,https://lh3.googleusercontent.com/a/ACg8ocKWDJWDQP2JvgtcB8WTmpEyW7F2NgSKAqQmmvylOvOKPfxnOw=w36-h36-p-rp-mo-br100
Adila Putri,5.0,3 bulan lalu,Pelayanannya sangat cepat,https://lh3.googleusercontent.com/a/ACg8ocIp-B1V5E51UQsLs1Td8zdECa_64eBtHcYDa4LEd7KHcpSejdE=w36-h36-p-rp-mo-br100
Nurhayati ajja,5.0,3 bulan lalu,"Pelayan baik, tempat bersih dan nyaman, kualitas makanan tetap terjaga",https://lh3.googleusercontent.com/a/ACg8ocJcY_4Fw6Bk5hQtf0GYixax9ap0DD38ErN9Ruod7Y31nR24Aw=w36-h36-p-rp-mo-br100
